57,56,55,38,37,28,27,18,17
58,59,54,39,36,29,26,19,16
61,60,53,40,35,30,25,20,15
62,63,52,41,34,31,24,21,14
65,64,51,42,33,32,23,22,13
66,67,50,43,44,9,10,11,12
69,68,49,48,45,8,1,2,3
70,73,74,47,46,7,6,5,4
71,72,75,76,77,78,79,80,81
